상품명,경공매구분,경매신청일자,배당금액,대위변제금액,물건종류,물건 소재지
전세보증금반환보증,강제경매,2025-11-12,0,154000000,아파트,인천광역시 남동구 석촌로20번길 28
전세보증금반환보증,강제경매,2023-10-12,368935044,132000000,다세대주택,서울특별시 강서구 방화대로21길 76
전세보증금반환보증,강제경매,2024-07-05,84901297,210000000,기타건물,인천광역시 부평구 주부토로146번길 47
전세보증금반환보증,강제경매,2024-02-14,156616182,185000000,다세대주택,경기도 오산시 서부로2번길 22
전세보증금반환보증,강제경매,2025-09-26,0,180000000,아파트,서울특별시 강서구 초록마을로9길 16
전세보증금반환보증,강제경매,2024-09-25,0,205000000,다세대주택,서울특별시 강서구 금낭화로26가길 130
전세보증금반환보증,강제경매,2024-05-22,6941589,105000000,다세대주택,서울특별시 강서구 공항대로45가길 23
전세보증금반환보증,강제경매,2024-11-11,0,165000000,다세대주택,경기도 광주시 천진암로627번길 1
전세보증금반환보증,강제경매,2024-04-07,143734338,148000000,다세대주택,인천광역시 서구 도요지로202번길 10
전세보증금반환보증,강제경매,2025-10-27,0,963845,다세대주택,서울특별시 중랑구 답십리로87길 40
전세보증금반환보증,강제경매,2025-02-24,0,88000000,다세대주택,서울특별시 강서구 가로공원로77길 35
전세보증금반환보증,강제경매,2024-10-11,0,189000000,다세대주택,서울특별시 영등포구 신풍로2길 2
전세보증금반환보증,강제경매,2024-02-29,0,201000000,다세대주택,서울특별시 구로구 중앙로10길 8
전세보증금반환보증,강제경매,2025-10-13,0,184000000,다세대주택,
전세보증금반환보증,강제경매,2023-12-14,80394919,110000000,다세대주택,인천광역시 서구 완정로34번길 22
전세보증금반환보증,강제경매,2025-12-03,0,190000000,다세대주택,서울특별시 은평구 갈현로45나길 3
전세보증금반환보증,강제경매,2025-08-21,0,107000000,다세대주택,
전세보증금반환보증,강제경매,2024-02-15,0,69750000,다세대주택,인천광역시 부평구 세월천로25번길 20
전세보증금반환보증,강제경매,2025-06-24,0,190000000,다세대주택,서울특별시 마포구 희우정로17길 9
전세보증금반환보증,강제경매,2024-01-17,0,195000000,다세대주택,서울특별시 중랑구 면목로61길 54
전세보증금반환보증,강제경매,2025-02-07,96235636,215000000,다세대주택,서울특별시 강서구 까치산로28길 19
전세보증금반환보증,강제경매,2025-11-27,0,155000000,다세대주택,
전세보증금반환보증,강제경매,2024-08-29,0,199800000,다세대주택,서울특별시 강서구 양천로65길 11
전세보증금반환보증,강제경매,2023-11-21,47718157,220000000,다세대주택,서울특별시 강서구 화곡로13나길 17
전세보증금반환보증,강제경매,2023-10-31,112855887,180000000,아파트,인천광역시 계양구 계산새로 25
전세보증금반환보증,강제경매,2025-06-24,12189183,163000000,다세대주택,전라남도 나주시 내정성내길 25
전세보증금반환보증,강제경매,2025-08-21,0,196000000,아파트,서울특별시 금천구 우마길 23
전세보증금반환보증,강제경매,2024-03-29,0,85000000,다세대주택,인천광역시 부평구 경인로667번길 67
전세보증금반환보증,강제경매,2024-10-28,137780053,189000000,다세대주택,
전세보증금반환보증,강제경매,2024-03-28,78387227,105000000,다세대주택,부산광역시 수영구 구락로43번가길 38
전세보증금반환보증,강제경매,2024-11-14,0,70000000,다세대주택,
전세보증금반환보증,강제경매,2024-01-09,84822470,171000000,다세대주택,
전세보증금반환보증,강제경매,2024-06-18,67839346,187000000,다세대주택,경기도 파주시 대골길 186
전세보증금반환보증,강제경매,2025-12-01,0,173000000,다세대주택,서울특별시 강서구 방화대로37길 52
전세보증금반환보증,강제경매,2024-01-17,0,100000000,다세대주택,
전세보증금반환보증,강제경매,2024-04-19,122890094,178000000,아파트,서울특별시 금천구 시흥대로39길 48
전세보증금반환보증,강제경매,2025-01-13,0,90000000,다세대주택,서울특별시 강동구 상암로67길 19
전세보증금반환보증,강제경매,2024-11-20,142234230,145000000,다세대주택,부산광역시 수영구 수영로488번길 29
전세보증금반환보증,강제경매,2025-02-17,0,100000000,다세대주택,서울특별시 관악구 원신3길 10
전세보증금반환보증,강제경매,2023-11-23,0,161000000,다세대주택,
전세보증금반환보증,강제경매,2025-12-19,0,179000000,다세대주택,서울특별시 강서구 강서로5라길 33
전세보증금반환보증,강제경매,2025-03-20,0,162000000,다세대주택,서울특별시 강서구 가로공원로78가길 77
전세보증금반환보증,강제경매,2024-04-30,0,120000000,아파트,
전세보증금반환보증,강제경매,2025-11-11,0,190000000,아파트,
전세보증금반환보증,강제경매,2025-07-25,0,235000000,다세대주택,서울특별시 강동구 아리수로65길 60
전세보증금반환보증,강제경매,2025-12-16,0,135000000,다세대주택,인천광역시 부평구 산청로 82
전세보증금반환보증,강제경매,2023-12-27,148932907,198000000,다세대주택,
전세보증금반환보증,강제경매,2024-01-24,0,120000000,다세대주택,서울특별시 금천구 탑골로11길 12
전세보증금반환보증,강제경매,2025-03-19,0,163000000,아파트,인천광역시 계양구 향교로11번길 1
전세보증금반환보증,강제경매,2024-11-28,0,190000000,다세대주택,인천광역시 서구 원당대로117번안길 6
전세보증금반환보증,강제경매,2024-05-22,0,117000000,다세대주택,서울특별시 강서구 화곡로66길 63
전세보증금반환보증,강제경매,2025-11-21,0,90000000,아파트,서울특별시 강서구 공항대로38길 59
전세보증금반환보증,강제경매,2025-08-25,0,189000000,다세대주택,전라남도 광양시 관동1길 46
전세보증금반환보증,강제경매,2025-02-26,92735475,135000000,다세대주택,서울특별시 구로구 경인로47가길 34
전세보증금반환보증,강제경매,2025-06-30,139041626,144000000,다세대주택,경기도 광주시 새재길226번길 10
전세보증금반환보증,강제경매,2025-04-15,0,149000000,아파트,인천광역시 부평구 화랑로 56
전세보증금반환보증,강제경매,2025-04-29,0,103000000,다세대주택,서울특별시 양천구 등촌로 150
전세보증금반환보증,강제경매,2024-05-31,0,145000000,다세대주택,경기도 오산시 현충로72번길 14
전세보증금반환보증,강제경매,2025-12-24,0,222000000,다세대주택,
전세보증금반환보증,강제경매,2024-11-26,81240842,190000000,다세대주택,서울특별시 구로구 구로중앙로9길 18
전세보증금반환보증,강제경매,2024-01-24,0,151000000,다세대주택,인천광역시 계양구 아나지로136번길 9
전세보증금반환보증,강제경매,2024-02-02,82706256,136000000,다세대주택,인천광역시 부평구 세월천로96번길 15
전세보증금반환보증,강제경매,2024-11-13,0,192000000,다세대주택,서울특별시 관악구 신림로3가길 40
전세보증금반환보증,강제경매,2025-06-25,104538941,174000000,아파트,서울특별시 양천구 중앙로29길 10
전세보증금반환보증,강제경매,2025-04-28,61999031,80000000,아파트,
전세보증금반환보증,강제경매,2025-08-12,0,198000000,다세대주택,부산광역시 중구 광복로97번길 15
전세보증금반환보증,강제경매,2025-02-24,0,144000000,다세대주택,서울특별시 양천구 월정로31길 20
전세보증금반환보증,강제경매,2025-03-18,0,195000000,다세대주택,서울특별시 관악구 신림로30길 9
전세보증금반환보증,강제경매,2024-04-04,0,78543810,다세대주택,
전세보증금반환보증,강제경매,2023-11-01,179113209,100000000,다세대주택,
전세보증금반환보증,강제경매,2024-05-28,0,187000000,다세대주택,
전세보증금반환보증,강제경매,2025-04-03,142458168,215000000,다세대주택,서울특별시 강서구 가로공원로89길 12
전세보증금반환보증,강제경매,2024-04-03,0,124000000,아파트,경기도 연천군 남계로30번길 42
전세보증금반환보증,강제경매,2024-04-18,0,150000000,다세대주택,인천광역시 부평구 길주로358번길 7
전세보증금반환보증,강제경매,2023-11-28,0,80000000,다가구주택,서울특별시 강서구 대장로 39
전세보증금반환보증,강제경매,2024-03-06,120286989,192000000,다세대주택,
전세보증금반환보증,강제경매,2023-11-16,152200262,120000000,아파트,서울특별시 관악구 남부순환로167길 16
전세보증금반환보증,강제경매,2024-03-27,0,186000000,아파트,서울특별시 강서구 등촌로51마길 33
전세보증금반환보증,강제경매,2025-04-10,0,210000000,아파트,서울특별시 금천구 우마1나길 5
전세보증금반환보증,강제경매,2024-06-04,0,180000000,아파트,경기도 군포시 군포로510번길 46
전세보증금반환보증,강제경매,2023-12-20,92479364,210000000,다세대주택,인천광역시 부평구 장제로159번길 8
전세보증금반환보증,강제경매,2024-12-23,0,154000000,연립주택,인천광역시 서구 세자봉로 58
전세보증금반환보증,강제경매,2025-09-18,88621265,205000000,주거용오피스텔,서울특별시 금천구 독산로36가길 3
전세보증금반환보증,강제경매,2025-03-20,0,140000000,다세대주택,서울특별시 관악구 남부순환로142길 68
전세보증금반환보증,강제경매,2025-06-26,0,67500000,아파트,
전세보증금반환보증,강제경매,2024-05-22,0,130000000,다세대주택,
전세보증금반환보증,강제경매,2024-08-20,0,189000000,아파트,서울특별시 성북구 돌곶이로23가길 12
전세보증금반환보증,강제경매,2024-05-24,46003931,210000000,아파트,
전세보증금반환보증,강제경매,2024-02-27,165233654,146000000,다세대주택,서울특별시 강동구 양재대로102가길 27
전세보증금반환보증,강제경매,2025-02-28,0,120000000,다세대주택,서울특별시 금천구 벚꽃로26길 7
전세보증금반환보증,강제경매,2024-04-11,0,86000000,아파트,서울특별시 강서구 양천로65길 37
전세보증금반환보증,강제경매,2024-11-22,0,100000000,다세대주택,전라남도 무안군 경신길 4
전세보증금반환보증,강제경매,2025-10-24,0,150000000,연립주택,서울특별시 구로구 고척로43길 13
전세보증금반환보증,강제경매,2024-06-27,0,75000000,다세대주택,서울특별시 강동구 양재대로125길 47
전세보증금반환보증,강제경매,2024-01-12,0,201000000,다세대주택,서울특별시 강동구 양재대로81길 61
전세보증금반환보증,강제경매,2025-05-14,115813909,165000000,다세대주택,경기도 파주시 산남로195번길 65
전세보증금반환보증,강제경매,2023-12-22,74987037,98000000,다세대주택,경기도 의정부시 흥선로24번길 36
전세보증금반환보증,강제경매,2025-07-11,0,100000000,아파트,경기도 파주시 송학말길 108
전세보증금반환보증,강제경매,2024-07-11,0,150000000,다세대주택,경기도 평택시 엘지로 79
전세보증금반환보증,강제경매,2024-09-02,0,182000000,다세대주택,인천광역시 남동구 남동서로269번길 31
전세보증금반환보증,강제경매,2024-07-31,0,160000000,아파트,서울특별시 금천구 시흥대로145길 68
전세보증금반환보증,강제경매,2024-03-15,0,215000000,다세대주택,서울특별시 은평구 연서로17길 41
전세보증금반환보증,강제경매,2023-12-22,78690256,180000000,다세대주택,서울특별시 송파구 마천로46길 3
전세보증금반환보증,강제경매,2024-10-23,0,168000000,다가구주택,경기도 파주시 평화로594번길 14
전세보증금반환보증,강제경매,2025-09-04,0,140000000,다세대주택,서울특별시 영등포구 신길로33길 6
전세보증금반환보증,강제경매,2025-01-22,75308740,210000000,다세대주택,경기도 광주시 지월로100번길 34
전세보증금반환보증,강제경매,2025-02-28,0,140000000,다세대주택,
전세보증금반환보증,강제경매,2024-11-15,26118272,180000000,다세대주택,서울특별시 강서구 화곡로65길 90
전세보증금반환보증,강제경매,2025-01-10,0,126000000,다세대주택,경기도 파주시 시청로 3
전세보증금반환보증,강제경매,2023-12-18,43965020,147000000,다세대주택,대구광역시 달성군 문산1길 36
전세보증금반환보증,강제경매,2024-06-04,0,127000000,아파트,서울특별시 양천구 절골3길 11
전세보증금반환보증,강제경매,2025-03-21,0,150000000,다세대주택,서울특별시 강서구 방화대로21가길 6
전세보증금반환보증,강제경매,2024-04-09,60693533,205000000,다세대주택,대구광역시 달서구 앞산순환로 249
전세보증금반환보증,강제경매,2024-07-17,39030656,135000000,다세대주택,부산광역시 사상구 주례로149번길 27
전세보증금반환보증,강제경매,2024-07-09,91672304,200000000,다세대주택,서울특별시 구로구 가마산로20가길 14
전세보증금반환보증,강제경매,2025-09-18,66777016,224000000,다세대주택,서울특별시 강서구 강서로37길 15
전세보증금반환보증,강제경매,2024-11-19,154389355,90000000,다세대주택,경기도 의정부시 송양로 75
전세보증금반환보증,강제경매,2024-05-24,128882959,138000000,다세대주택,인천광역시 남동구 구월말로58번길 62
전세보증금반환보증,강제경매,2024-08-07,0,142000000,다세대주택,서울특별시 동작구 양녕로34길 46
전세보증금반환보증,강제경매,2025-02-27,115307561,210000000,연립주택,인천광역시 남동구 용천로88번길 3
전세보증금반환보증,강제경매,2024-09-20,0,180000000,다세대주택,서울특별시 성북구 종암로32길 10
전세보증금반환보증,강제경매,2023-11-01,0,130000000,다세대주택,경기도 파주시 문향로17번길 12
전세보증금반환보증,강제경매,2024-09-11,125812013,162000000,다세대주택,인천광역시 부평구 백범로422번길 17
전세보증금반환보증,강제경매,2025-09-25,0,158000000,다세대주택,인천광역시 부평구 동수천로105번길 6
전세보증금반환보증,강제경매,2025-02-17,0,210000000,아파트,경기도 평택시 운정3길 40
전세보증금반환보증,강제경매,2025-11-27,0,165000000,다세대주택,부산광역시 사하구 신산북로33번길 19
전세보증금반환보증,강제경매,2024-08-19,0,220000000,아파트,인천광역시 부평구 주부토로32번길 19
전세보증금반환보증,강제경매,2024-04-09,35311489,89000000,다세대주택,경기도 김포시 전호로26번길 43
전세보증금반환보증,강제경매,2025-04-15,61281842,110000000,다세대주택,경기도 시흥시 황골길 42
전세보증금반환보증,강제경매,2025-05-21,0,157000000,다세대주택,인천광역시 남동구 인주대로662번길 32
전세보증금반환보증,강제경매,2024-09-23,0,157000000,아파트,경기도 평택시 내천2길 35
전세보증금반환보증,강제경매,2025-02-20,0,174000000,다세대주택,서울특별시 강서구 초원로14길 1
전세보증금반환보증,강제경매,2025-01-07,0,210000000,아파트,
전세보증금반환보증,강제경매,2025-09-29,0,198000000,다세대주택,서울특별시 강서구 방화대로23길 44
전세보증금반환보증,강제경매,2025-08-06,0,210000000,다가구주택,부산광역시 동구 범내로 31
전세보증금반환보증,강제경매,2024-10-02,0,100000000,다세대주택,
전세보증금반환보증,강제경매,2024-07-03,124694531,150000000,다세대주택,서울특별시 성동구 고산자로4길 34
전세보증금반환보증,강제경매,2025-11-27,0,80000000,아파트,인천광역시 부평구 마장로397번길 22
전세보증금반환보증,강제경매,2024-06-11,0,155000000,주택,경상북도 구미시 안곡지길 11
전세보증금반환보증,강제경매,2025-11-19,0,200000000,다세대주택,서울특별시 강서구 방화대로40길 34
전세보증금반환보증,강제경매,2024-07-14,46134579,125000000,다세대주택,인천광역시 부평구 안남로253번길 24
전세보증금반환보증,강제경매,2024-01-19,0,165000000,다세대주택,경기도 김포시 종생로116번길 36
전세보증금반환보증,강제경매,2025-04-17,0,190000000,다세대주택,서울특별시 영등포구 버드나루로4길 9
전세보증금반환보증,강제경매,2025-02-13,0,167000000,아파트,서울특별시 광진구 워커힐로 32
전세보증금반환보증,강제경매,2024-05-17,0,90000000,아파트,서울특별시 금천구 기아로 208
전세보증금반환보증,강제경매,2024-07-07,0,180000000,다세대주택,
전세보증금반환보증,강제경매,2025-04-24,0,139000000,다세대주택,인천광역시 남동구 장자북로43번길 9
전세보증금반환보증,강제경매,2024-07-02,26812439,90000000,다세대주택,경상남도 양산시 대평들4길 28
전세보증금반환보증,강제경매,2025-10-14,94044895,217000000,다세대주택,
전세보증금반환보증,강제경매,2024-09-03,30489552,150000000,다세대주택,경상남도 거제시 옥산1길 5
전세보증금반환보증,강제경매,2024-12-16,0,69000000,다세대주택,서울특별시 강서구 방화대로40길 34
전세보증금반환보증,강제경매,2025-02-21,0,195000000,다세대주택,인천광역시 부평구 원적로307번길 41
전세보증금반환보증,강제경매,2024-04-04,0,70000000,다세대주택,
전세보증금반환보증,강제경매,2025-01-13,208212640,170000000,다세대주택,서울특별시 강서구 방화동로3가길 3
전세보증금반환보증,강제경매,2025-01-10,0,177400000,다세대주택,인천광역시 남동구 경인로680번길 31
전세보증금반환보증,강제경매,2024-04-08,101962829,210000000,다세대주택,
전세보증금반환보증,강제경매,2025-11-20,0,130800000,다세대주택,인천광역시 서구 원적로17번길 11
전세보증금반환보증,강제경매,2024-11-07,0,170000000,다세대주택,서울특별시 강서구 공항대로45가길 26
전세보증금반환보증,강제경매,2024-12-09,85033567,185000000,오피스텔,경기도 김포시 하성로62번길 36
전세보증금반환보증,강제경매,2025-08-28,0,168000000,아파트,서울특별시 관악구 쑥고개로 86
전세보증금반환보증,강제경매,2024-03-14,122215599,78000000,다세대주택,
전세보증금반환보증,강제경매,2025-12-19,0,215000000,다세대주택,
전세보증금반환보증,강제경매,2025-02-05,0,168000000,아파트,서울특별시 도봉구 도봉로179길 16
전세보증금반환보증,강제경매,2025-07-10,0,100000000,다세대주택,인천광역시 부평구 동수로162번길 28
전세보증금반환보증,강제경매,2025-06-10,0,175000000,아파트,
전세보증금반환보증,강제경매,2025-02-11,0,160000000,다가구주택,부산광역시 북구 화명대로94번길 16
전세보증금반환보증,강제경매,2024-03-27,56519748,195000000,다세대주택,경상남도 김해시 금관대로1265번길 6
전세보증금반환보증,강제경매,2024-10-31,0,175000000,다세대주택,서울특별시 관악구 신림로44길 7
전세보증금반환보증,강제경매,2024-12-10,0,155000000,아파트,서울특별시 강북구 인수봉로67길 12
전세보증금반환보증,강제경매,2025-10-31,0,150000000,다세대주택,
전세보증금반환보증,강제경매,2025-11-26,0,186000000,다세대주택,인천광역시 부평구 길주로547번길 6
전세보증금반환보증,강제경매,2025-03-14,0,125000000,다세대주택,인천광역시 중구 홍예문로68번길 11
전세보증금반환보증,강제경매,2023-11-23,0,155000000,다세대주택,서울특별시 관악구 남부순환로154길 19
전세보증금반환보증,강제경매,2024-03-29,125270638,133000000,다세대주택,인천광역시 계양구 계양대로129번길 6
전세보증금반환보증,강제경매,2025-06-02,135237692,125000000,연립주택,인천광역시 남동구 찬우물로33번길 2
전세보증금반환보증,강제경매,2024-11-01,0,85000000,아파트,인천광역시 부평구 부영로189번길 36
전세보증금반환보증,강제경매,2025-02-03,0,188000000,다세대주택,서울특별시 관악구 청룡5길 20
전세보증금반환보증,강제경매,2025-08-14,0,160000000,다세대주택,인천광역시 계양구 정서진로 1247
전세보증금반환보증,강제경매,2024-01-17,0,210000000,다세대주택,서울특별시 금천구 독산로10길 89
전세보증금반환보증,강제경매,2025-07-17,0,216000000,아파트,
전세보증금반환보증,강제경매,2025-12-04,0,100000000,다세대주택,경기도 남양주시 축령산로182번길 26
전세보증금반환보증,강제경매,2025-03-28,0,160000000,아파트,인천광역시 부평구 함봉로36번길 46
전세보증금반환보증,강제경매,2024-03-26,0,98000000,다세대주택,서울특별시 관악구 복은길 13
전세보증금반환보증,강제경매,2024-12-12,125073519,153000000,다세대주택,서울특별시 동작구 동작대로27다길 2
전세보증금반환보증,강제경매,2024-11-18,0,185000000,다세대주택,서울특별시 구로구 고척로3가길 18
전세보증금반환보증,강제경매,2025-03-27,0,190000000,다세대주택,
전세보증금반환보증,강제경매,2025-11-04,0,175000000,다세대주택,서울특별시 금천구 독산로78가길 11
전세보증금반환보증,강제경매,2024-08-07,0,104000000,다세대주택,서울특별시 도봉구 마들로28가길 2
전세보증금반환보증,강제경매,2025-06-27,0,195000000,연립주택,서울특별시 중랑구 용마산로62길 7
전세보증금반환보증,강제경매,2024-05-31,0,200000000,다세대주택,인천광역시 부평구 마장로460번길 28
전세보증금반환보증,강제경매,2025-07-18,83871285,165000000,다세대주택,서울특별시 강서구 공항대로51길 11
전세보증금반환보증,강제경매,2024-07-09,127034839,120000000,다세대주택,경기도 의정부시 태평로155번길 36
전세보증금반환보증,강제경매,2025-09-24,0,89000000,아파트,
전세보증금반환보증,강제경매,2024-07-10,0,95000000,다세대주택,
전세보증금반환보증,강제경매,2023-10-09,331841348,150000000,다세대주택,서울특별시 강서구 양천로7길 15
전세보증금반환보증,강제경매,2023-12-12,165774487,150000000,다세대주택,서울특별시 양천구 학등2길 11
전세보증금반환보증,강제경매,2024-09-10,111145780,215000000,다세대주택,
전세보증금반환보증,강제경매,2024-02-29,62545322,205000000,다세대주택,인천광역시 서구 봉수대로1440번길 20
전세보증금반환보증,강제경매,2025-12-04,0,73000000,다세대주택,
전세보증금반환보증,강제경매,2024-11-28,0,205000000,다세대주택,서울특별시 강서구 방화대로49길 6
전세보증금반환보증,강제경매,2024-02-23,184665510,200000000,다세대주택,인천광역시 계양구 아나지로568번길 12
전세보증금반환보증,강제경매,2025-10-16,0,190000000,다세대주택,
전세보증금반환보증,임의경매,2024-04-01,0,150000000,다세대주택,서울특별시 강서구 화곡로55길 27
전세보증금반환보증,강제경매,2024-01-22,63436142,170000000,다세대주택,서울특별시 관악구 낙성대역12길 1
전세보증금반환보증,강제경매,2024-03-20,164130693,193000000,다세대주택,경기도 군포시 당동로21번안길 1
전세보증금반환보증,강제경매,2025-05-27,0,116000000,다세대주택,
전세보증금반환보증,강제경매,2024-05-14,278808160,200000000,다세대주택,서울특별시 강서구 양천로67가길 56
전세보증금반환보증,강제경매,2025-10-28,0,108000000,다세대주택,
전세보증금반환보증,강제경매,2025-08-18,0,150000000,아파트,경기도 이천시 진상미로1281번길 20
전세보증금반환보증,강제경매,2025-12-29,0,140000000,다세대주택,
전세보증금반환보증,강제경매,2025-12-11,0,169000000,다세대주택,인천광역시 남동구 장아산로232번길 8
전세보증금반환보증,강제경매,2025-05-29,0,120000000,다세대주택,인천광역시 남동구 석산로228번길 53
전세보증금반환보증,강제경매,2024-07-04,71271829,195000000,아파트,부산광역시 수영구 금련로31번길 8
전세보증금반환보증,강제경매,2023-11-24,0,170000000,다세대주택,
전세보증금반환보증,강제경매,2023-12-28,0,185000000,기타건물,
전세보증금반환보증,강제경매,2025-12-02,0,100000000,다세대주택,서울특별시 은평구 은평터널로11길 14
전세보증금반환보증,강제경매,2024-07-04,101557410,204000000,다세대주택,
전세보증금반환보증,강제경매,2025-05-15,0,170000000,아파트,서울특별시 도봉구 우이천로50길 46
전세보증금반환보증,강제경매,2025-04-16,146629007,146000000,다세대주택,서울특별시 강서구 양천로47가길 39
전세보증금반환보증,강제경매,2025-06-25,0,160000000,아파트,서울특별시 금천구 시흥대로123길 87
전세보증금반환보증,강제경매,2024-05-26,0,76000000,다세대주택,서울특별시 강서구 양천로66길 26
전세보증금반환보증,강제경매,2024-10-23,81362103,103000000,다세대주택,인천광역시 부평구 충선로149번길 40
전세보증금반환보증,강제경매,2025-08-13,0,204000000,다세대주택,서울특별시 강서구 곰달래로38길 20
전세보증금반환보증,강제경매,2024-05-10,142493222,136000000,다세대주택,서울특별시 금천구 시흥대로141길 17
전세보증금반환보증,강제경매,2025-03-07,0,151000000,다세대주택,서울특별시 강서구 개화동로27길 22
전세보증금반환보증,강제경매,2025-01-14,60002953,90000000,다세대주택,인천광역시 연수구 학나래로109번길 10
전세보증금반환보증,강제경매,2025-04-02,0,163000000,다가구주택,서울특별시 송파구 백제고분로48나길 3
전세보증금반환보증,강제경매,2023-11-30,0,180000000,다세대주택,서울특별시 구로구 경인로31길 19
전세보증금반환보증,강제경매,2025-05-15,0,89850000,기타건물,서울특별시 강북구 도봉로89길 13
전세보증금반환보증,강제경매,2025-05-17,0,130000000,아파트,대전광역시 대덕구 비래동로15번길 5
전세보증금반환보증,강제경매,2024-06-11,0,203700000,다세대주택,부산광역시 수영구 구락로57번길 10
전세보증금반환보증,강제경매,2025-07-10,0,188000000,다세대주택,서울특별시 은평구 연서로3길 12
